n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
90,0.6019688,0.006127518336161889,0.5666392,0.0013333324266663652
91,0.6016476,0.006170889161214947,0.5660374,0.0013312887891062852
92,0.6012417999999999,0.006141609313526847,0.5653836,0.0013260785195455369
93,0.6010372,0.006108927873203299,0.5648284,0.0013089995569136078
94,0.6007581999999999,0.006056972425230292,0.5642422,0.001337892880614875
95,0.6004972000000001,0.006023201852835416,0.5636479999999999,0.001346410635727445
96,0.60025,0.005996045963799826,0.5631387999999999,0.001380208737836428
97,0.5999899999999999,0.0059801264869565945,0.5625552,0.0013440528858642514
98,0.599727,0.005830789483423314,0.5620078000000001,0.0014516640658223862
99,0.5996005999999999,0.005938319614166952,0.5615308,0.0014464360891515528
100,0.5993485999999999,0.005897127694055811,0.5609458,0.0014635708933973901
101,0.5991823999999999,0.005999913152704794,0.5604148,0.001490530160714642
102,0.5989328,0.006042276968163581,0.5598797999999999,0.0015571633697207257
103,0.5987648,0.006071896059716437,0.5593326000000001,0.0015701804482287775
104,0.5986346,0.006087212846615429,0.5588316,0.0016043762152313085
105,0.598503,0.0060187979198507765,0.558327,0.001545431072549005
106,0.5982958,0.006004786570728393,0.5578026,0.0015182208798458752
107,0.5980612000000001,0.005953780761835313,0.5572838,0.0015418143078853455
108,0.5979972,0.005950095743767524,0.5567875999999999,0.001540286414924195
109,0.597872,0.005965122127836124,0.5563161999999999,0.0015112685267681637
110,0.5976741999999999,0.00582854847796603,0.5558354,0.001554648976457394
111,0.5973999999999998,0.005777597459152033,0.555255,0.0015242840942553955
112,0.5972524,0.00580717744175256,0.554762,0.0014799682429025272
113,0.5972048,0.005819562196591744,0.5543417999999999,0.001506595951142826
114,0.5970386,0.0057811358953063895,0.5537966,0.001502316957236381
115,0.5968276,0.005754563774952888,0.5532498,0.00155091165447941
116,0.5966733999999999,0.005790299356682677,0.5527592,0.0015333733270146569
117,0.5964784,0.005751529452241409,0.5522496,0.001576634973606756
118,0.5963367999999999,0.00570047508195587,0.5518609999999999,0.0015988862373539907
119,0.5961642,0.00576821453831251,0.5513762,0.0015369660243479762
120,0.5959954000000001,0.005699576882541352,0.5509166000000001,0.0015811224620502719
121,0.5958276,0.0056259626945083475,0.5504713999999999,0.0016784634163424731
122,0.595674,0.005548180638731939,0.5500568,0.0016710919065090534
123,0.5955488,0.005589131360059448,0.5496166,0.001677079199083937
124,0.5954192,0.005678825878647799,0.549177,0.0016520544785205967
125,0.5952688,0.0057320578992191016,0.5487938000000001,0.0016316063740988256
126,0.5951188000000001,0.005659833721939179,0.5483640000000001,0.0016507108771677708
127,0.5949788,0.005671417226760869,0.5480191999999999,0.0016601691961966021
128,0.5948344000000001,0.005705682451731785,0.5476214,0.0017389908107865166
129,0.5947032,0.005699338010681597,0.5471538,0.001690458091760926
130,0.594634,0.0056719142095063456,0.546716,0.0016920408978508962
131,0.5944612,0.005712351438768445,0.5462342,0.001709583972784033
132,0.594363,0.0056953683638549845,0.5457772000000001,0.0016793476590629152
133,0.5942909999999999,0.005703791651173792,0.5453446000000001,0.0017066843410543182
134,0.594104,0.005649265686795048,0.5448834,0.001726236901470926
135,0.5939484,0.005595760774014564,0.5444013999999999,0.0017166688207106368
136,0.5938786,0.005649010731092655,0.5440455999999999,0.001690070720413805
137,0.5937386,0.005604383698498912,0.5435902,0.0017294170578550504
138,0.5936136,0.005569264748600126,0.5431146,0.001707873836089757
139,0.5935346,0.005647207153983286,0.542686,0.0016987476563633543
140,0.5933994,0.005717408000134354,0.542255,0.001666948469509474
141,0.5932896000000001,0.0057447695375880846,0.5418428000000001,0.0016141617514982712
142,0.5931390000000001,0.0057161698715136045,0.5413522000000001,0.0016266632595592868
143,0.5930696,0.005694272547042327,0.5409822,0.001666794096461795
144,0.5930282,0.005696811859277092,0.540586,0.0016350555953850644
145,0.5929770000000001,0.005679075840310647,0.5401752,0.001638097359743921
146,0.5928646000000001,0.005660313228081974,0.5398064,0.0015999345736623066
147,0.5927484000000001,0.005619636166158791,0.5393923999999999,0.0015771841490453636
148,0.5926426,0.005641960460690979,0.5389366,0.001626863190314401
149,0.5924952,0.005638931969797123,0.5385246,0.0016076278922686168
150,0.5923038,0.005628627520097592,0.5380668,0.0016135672778040627
151,0.5922615999999999,0.005585438518146978,0.5376858,0.0016210738909747352
152,0.5922208,0.005523006405935077,0.5372744,0.0015695801476827984
153,0.5921990000000001,0.005550581771310098,0.5368136,0.0015568655176347059
154,0.5921854,0.005599105521420358,0.5364204,0.0015253497435014638
155,0.5921778000000001,0.005586802641941088,0.5360466,0.0014842996462978467
156,0.5921339999999999,0.005576171482298575,0.5356601999999999,0.001463637851382657
157,0.5920644,0.005610226006142687,0.5352444000000001,0.0014138791461790578
158,0.591943,0.005602189036439248,0.5348438,0.001436196838876893
159,0.5918286,0.005584496919150355,0.5344854,0.0014609033643605866
160,0.5917085999999999,0.005665651051732719,0.5340976,0.0014308571696714097
161,0.5916518,0.005727971906355688,0.5337362000000001,0.0014587774881728932
162,0.5915726,0.005773330671284969,0.5333698,0.0014588881245660994
163,0.5915421999999999,0.005752046084655462,0.5330375999999999,0.001489043531935867
164,0.591385,0.005728869801278437,0.532635,0.001462160182743322
165,0.5913373999999999,0.00566592857702954,0.5322448000000001,0.001500331883284483
166,0.5912208,0.005721718916549457,0.5318639999999999,0.001507977055528371
167,0.5910839999999999,0.005701331949641254,0.5315240000000001,0.0015492988091391552
168,0.591003,0.0056994280063880146,0.5311106000000001,0.0015703378744716255
169,0.5909332,0.005827465775103264,0.5307314,0.0014937238834537034
170,0.5908414,0.00582319120757682,0.5303802,0.00154896034810449
171,0.5907906,0.005824063619158042,0.529996,0.0015217075934620462
172,0.5907891999999999,0.005849121144240396,0.5296426000000001,0.0015425517300888052
173,0.59082,0.005868740887106902,0.529288,0.001518921327784943
174,0.5907258,0.005911680485276606,0.5289286000000001,0.0014793725156295224
175,0.5906234,0.005894218611487017,0.5285958,0.0014633795679863937
176,0.5905552000000001,0.005918615561091954,0.5282896000000001,0.0014637687795550323
177,0.5904824,0.005975525235491877,0.5279836,0.001491451588218646
178,0.5904225999999999,0.005964562535509213,0.5276202,0.0015054986416466784
179,0.5903854,0.0060084186471982765,0.5272030000000001,0.0014877698746782247
180,0.5903086,0.00604555693381513,0.5268172,0.0014630452351174976
181,0.5903343999999999,0.0060347684164348825,0.5265166000000001,0.0014593362326756434
182,0.5902276,0.006021578284802076,0.5261669999999999,0.0014805353085961693
183,0.5901312,0.0060573507542489155,0.5257601999999999,0.0014717306003477547
184,0.5900922,0.006099189237923362,0.5253494,0.0014673251309781192
185,0.5900796,0.006140939361368111,0.5249778,0.0014791783394844475
186,0.5899502,0.006142017955037262,0.5247108,0.0014673238769951301
187,0.589917,0.006120685419134034,0.5243708,0.0014212129186015733
188,0.5898237999999999,0.006161401574317311,0.5240238,0.0013679759354608457
189,0.5897332000000001,0.006203806682997167,0.523611,0.0013945247219034848
190,0.5896764,0.006146744588804707,0.5232051999999999,0.001407109007859709
191,0.5896329999999999,0.006146938294793601,0.5228775999999999,0.0014623107193753296
192,0.589624,0.0060961543615627315,0.5225666,0.0014575422601077355
193,0.5896625999999999,0.006133296229597935,0.5222072,0.0014151045756409734
194,0.5896768,0.006090995366933092,0.5217996,0.0013727501739209406
195,0.5895501999999999,0.006181906773803704,0.5214422000000001,0.001345566705890133
196,0.5895362000000001,0.006124808908039497,0.521126,0.001368124409547584
197,0.5895916,0.006147957989446571,0.5208067999999999,0.001397422684802285
198,0.5894758,0.006147964651817714,0.5204626,0.0013908097785103378
199,0.589476,0.0061408402030992465,0.5201558,0.0013777739146899433
200,0.5894440000000001,0.0061709498458502885,0.519797,0.001332413149139591
201,0.589388,0.006164977664193129,0.5194368,0.001326232166703873
202,0.5892812000000001,0.0060705667741982605,0.5191422,0.0013942413564372548
203,0.5891361999999999,0.006031056537622565,0.5187836000000001,0.0014300374260836667
204,0.5890876,0.006036481047762852,0.5184634,0.001451430411697381
205,0.5890624000000001,0.006040750602367234,0.5180794,0.0014723405312630786
206,0.589019,0.006014619156688137,0.5177978,0.001484969279143518
207,0.588999,0.005981942427004808,0.5174616000000001,0.0014685299588363882
208,0.5889506,0.0060287922704303065,0.517086,0.0014427318531175404
209,0.5889076,0.006023200033204932,0.5167054,0.0014624381833089487
210,0.5889054,0.0059999214861529695,0.5164134,0.001471769085148867
211,0.5888587999999999,0.006046162465564424,0.5160624,0.0014555669136113373
212,0.5887978,0.006050494373189715,0.5157109999999999,0.0015062558879553023
213,0.5887856,0.006012890306666168,0.5153632,0.0014878719568565194
214,0.5887734,0.005984959368283139,0.5150164,0.0015041330526253229
215,0.5887458000000001,0.005993592625462647,0.5147004,0.0014647726922631958
216,0.5887214000000001,0.006016454490811028,0.5143565999999999,0.0015259536821279787
217,0.5886802,0.006046865812964597,0.5140336000000001,0.0015394061972072229
218,0.5887420000000001,0.006038398595654321,0.5137296000000001,0.0015512493803382914
219,0.5887396,0.006010787189711496,0.5134070000000001,0.0014950201336437108
220,0.5886788000000001,0.005964823162508699,0.5130648000000001,0.0015437589708241592
221,0.588692,0.005951439523342213,0.512744,0.0015303268931832802
222,0.5886506,0.005946348143188414,0.5124218,0.00153869729316716
223,0.588639,0.005962594301141082,0.5121088,0.0015607924141281591
224,0.5885900000000001,0.005932527926609348,0.5117862,0.0015186867221385675
225,0.5885908,0.005930076370503161,0.5115025999999999,0.0015511326958065283
226,0.5885567999999999,0.005967013470740618,0.5111775999999999,0.0015541415122182556
227,0.5884856,0.005953521767827843,0.5108658,0.0015483852750526952
228,0.5884432,0.005970169491731385,0.5105549999999999,0.0015045319537982415
229,0.588465,0.005954319171828145,0.5102978,0.0015178111081422477
230,0.5883929999999999,0.00592983230791562,0.5099326000000001,0.0014932435300378955
231,0.5883178000000001,0.00592734005773249,0.5095786,0.0014690718974917506
232,0.588249,0.00588652889230998,0.5092698,0.0014540301785038836
233,0.5881866,0.005874353976396059,0.5089748000000001,0.0013646364204431946
234,0.588138,0.005826814326885665,0.5086468,0.0013770890167305665
235,0.5881221999999999,0.005827038747082429,0.5082948,0.0013785902074220737
236,0.5881216000000001,0.005726333507577073,0.5080216,0.0013583068283712575
237,0.5880544000000001,0.00572636476658619,0.5076948,0.001374722721133259
238,0.5880262,0.005688788215428659,0.5074259999999999,0.0013464519300739788
239,0.5880308,0.0056985007993331244,0.507131,0.001319427754748226
240,0.5880105999999999,0.005713593426207365,0.5068168,0.0013399333416256201
241,0.5879882,0.005724047917339626,0.506456,0.0013706127097032346
242,0.5879878,0.005758645826928408,0.5060988,0.0013331420629475554
243,0.5879905999999999,0.0057981557964580386,0.5057912,0.0012887599310965527
244,0.5879511999999999,0.005723792707637136,0.5054904,0.0012872189557336655
245,0.5879464,0.0057100052399275455,0.5051942,0.001308879887537428
246,0.5879498,0.005689638983274768,0.504848,0.0013274361754901899
247,0.5880034000000001,0.0056679685461371275,0.5045392,0.0013147202592186625
248,0.5879676,0.005688798277316551,0.5042046000000001,0.0013430676230183102
249,0.5879242,0.005656614266502546,0.5038714,0.0013213916300627822
250,0.5877836,0.005704938127622389,0.5035415999999999,0.0013096400421490156
251,0.5877245999999999,0.005695974705000022,0.5032242,0.0013144852072199094
252,0.5877342,0.005709109506744446,0.5029429999999999,0.001327939305841983
253,0.5877128,0.0057225916995710955,0.5026936,0.0013239843805725046
254,0.5877264,0.005667426174199361,0.502419,0.0012745885610658972
255,0.5877192,0.005704249938423122,0.5020857999999999,0.0013194743498833484
256,0.5877024,0.005722988121602202,0.5017328,0.0012841497420472605
257,0.587642,0.005716100139080849,0.5014492,0.0012833322874454467
258,0.5875984,0.005705221594294093,0.5011658000000001,0.0013088639959904045
259,0.5876272,0.005728121171902706,0.5008940000000001,0.0013321469888867602
260,0.5876554,0.0056942105545896475,0.5005816,0.0013617298704221615
261,0.587641,0.00567556901112128,0.5002544,0.0013836483079164297
262,0.5876170000000001,0.005587425346257426,0.4999428000000001,0.0014207171991638637
263,0.5876872000000001,0.005527622830837859,0.49961679999999997,0.0013948207626788365
264,0.5876954000000001,0.0054725128633928135,0.49933060000000007,0.0013839746529470897
265,0.5876782,0.005459317224708592,0.4990692,0.0013935194867672443
266,0.5876672,0.005451880681012729,0.4987562,0.0013581191994813864
267,0.5875904000000001,0.005474812384000009,0.4984294,0.0013617010832043762
268,0.587503,0.005489317006695823,0.49813719999999995,0.0013424835790429694
269,0.5874466,0.005500137983723669,0.49783279999999996,0.001339366178459039
270,0.5874725999999999,0.005523065547320615,0.4975176,0.001350044680742088
271,0.5874168,0.005521961586248128,0.4972388,0.0013557875054742007
